hotel_id,snapshot_month,market_segment,region,star_rating,days_listed,is_new_partner,review_score,review_count,photo_count,content_completeness_score,has_virtual_tour,price_index_vs_compset,promo_depth_pct,inventory_availability_rate,mobile_conversion_rate,guest_response_rate_pct,cancellation_rate_pct,days_since_last_content_update,comp_set_size,underperforming
HTL-31106,10,Leisure Beach,International,4,309,0,2.97,89,21,36.0,0.0,1.186,13.4,97.0,1.87,79.2,9.6,361,8,0
HTL-31107,3,Airport,Midwest,4,623,0,3.6,70,25,36.1,0.0,0.936,18.3,66.9,2.63,80.6,26.7,8,9,0
HTL-31108,2,Urban Business,Midwest,4,584,0,4.09,37,35,53.5,0.0,0.835,12.1,74.7,5.06,87.9,18.9,48,13,0
HTL-31109,4,Urban Business,Northeast,5,207,0,4.71,29,21,56.3,1.0,1.093,12.3,54.4,3.15,42.8,17.8,220,17,1
HTL-31110,5,Urban Business,Midwest,5,547,0,4.33,19,3,20.3,1.0,0.907,10.6,61.8,10.48,94.3,15.6,79,21,0
HTL-31111,3,Airport,South,4,900,0,3.77,169,27,55.1,0.0,0.928,9.3,77.7,3.41,76.8,12.2,20,24,0
HTL-31112,3,Urban Business,West,2,199,0,3.82,65,27,49.1,1.0,1.12,28.9,54.0,1.64,59.7,35.7,68,16,1
HTL-31113,5,Resort/Destination,Midwest,5,411,0,4.54,195,26,44.8,0.0,1.056,18.0,69.0,13.7,62.5,30.8,192,7,0
HTL-31114,5,Suburban,South,3,657,0,3.33,196,4,52.9,1.0,1.379,14.4,90.6,7.66,57.8,5.9,49,14,1
HTL-31115,8,Resort/Destination,Midwest,3,405,0,2.58,84,30,74.8,,1.177,4.9,74.5,4.82,58.4,27.8,70,13,0
HTL-31116,4,Leisure Beach,West,4,242,0,3.76,24,17,32.3,0.0,1.098,4.9,66.9,6.13,42.8,12.0,602,22,1
HTL-31117,4,Suburban,West,3,418,0,3.67,48,27,44.4,1.0,0.814,21.3,95.9,6.93,93.0,20.8,100,11,0
HTL-31118,3,Urban Business,Northeast,2,938,0,3.01,66,27,54.8,0.0,0.55,13.8,61.0,3.47,77.6,17.8,151,15,0
HTL-31119,5,Leisure Beach,South,3,487,0,3.76,51,22,71.6,0.0,1.26,30.3,82.1,1.9,92.4,17.1,175,9,0
HTL-31120,7,Suburban,International,2,209,0,,7,28,54.4,0.0,0.947,5.0,67.6,2.13,53.7,19.4,89,10,1
HTL-31121,2,Urban Business,International,5,30,1,4.7,7,23,80.8,0.0,0.807,6.4,66.9,6.29,96.9,6.6,515,16,0
HTL-31122,10,Resort/Destination,Midwest,3,693,0,3.08,155,23,59.5,0.0,0.897,9.3,92.1,12.5,91.6,3.5,165,14,0
HTL-31123,9,Urban Business,South,5,2114,0,3.45,89,26,33.8,0.0,0.913,8.4,60.2,6.21,71.0,20.5,15,19,1
HTL-31124,4,Urban Business,Midwest,3,563,0,3.36,79,37,48.4,0.0,1.141,10.0,82.2,2.29,97.6,27.0,180,7,0
HTL-31125,9,Suburban,Midwest,4,992,0,4.3,251,30,49.4,0.0,1.132,22.4,80.6,2.55,94.5,22.8,82,17,0
HTL-31126,1,Leisure Beach,Midwest,4,263,0,2.6,7,39,42.1,1.0,0.977,14.6,90.9,,85.9,8.6,167,12,0
HTL-31127,12,Urban Business,West,4,823,0,3.12,19,13,57.8,0.0,1.289,8.2,85.5,15.0,77.1,19.3,900,9,0
HTL-31128,2,Resort/Destination,Midwest,5,1085,0,5.0,208,11,61.1,1.0,1.115,17.5,83.8,8.22,71.2,12.9,0,16,0
HTL-31129,2,Urban Business,South,5,283,0,5.0,41,18,36.2,0.0,0.902,2.6,56.2,2.78,67.4,3.7,143,9,1
HTL-31130,11,Suburban,Northeast,3,886,0,3.61,232,13,22.8,0.0,0.806,21.7,68.1,4.69,97.9,20.4,47,21,0
HTL-31131,12,Urban Business,West,5,535,0,4.79,62,14,28.7,0.0,0.827,13.6,78.2,5.38,68.2,28.6,21,7,0
HTL-31132,4,Urban Business,International,1,436,0,1.84,11,15,28.3,0.0,0.939,11.0,83.7,8.6,97.7,9.6,23,17,0
HTL-31133,3,Leisure Beach,South,3,259,0,3.22,94,16,72.5,1.0,1.153,26.2,81.4,2.17,60.4,26.8,344,14,0
HTL-31134,7,Airport,Midwest,5,652,0,3.27,13,29,56.3,0.0,1.1,11.1,77.8,11.93,76.6,33.8,44,17,1
HTL-31135,5,Suburban,West,4,457,0,3.31,53,15,40.7,0.0,1.057,5.2,86.2,11.43,64.4,10.6,161,6,0
HTL-31136,9,Leisure Beach,West,3,314,0,2.94,10,12,65.2,0.0,0.956,10.2,70.0,10.23,87.6,27.9,16,13,0
HTL-31137,6,Urban Business,Northeast,3,321,0,3.33,24,24,60.8,0.0,0.932,18.2,76.4,6.44,79.4,7.0,390,10,0
HTL-31138,7,Resort/Destination,International,3,90,1,3.36,15,18,39.5,1.0,1.204,20.0,70.2,11.66,91.3,43.4,202,13,1
HTL-31139,5,Urban Business,West,4,254,0,3.9,35,19,15.1,0.0,0.959,2.0,65.6,3.43,96.4,12.3,10,5,1
HTL-31140,10,Suburban,Midwest,4,869,0,3.82,117,13,48.8,0.0,1.21,28.3,81.0,9.7,93.3,29.9,60,10,0
HTL-31141,3,Urban Business,South,3,1194,0,3.3,79,51,67.7,0.0,1.019,17.5,80.5,4.01,98.5,25.8,153,25,0
HTL-31142,2,Urban Business,Northeast,2,529,0,2.47,100,30,62.7,0.0,0.907,4.7,89.2,,87.1,29.2,156,9,1
HTL-31143,4,Urban Business,Midwest,3,599,0,3.45,264,31,82.1,1.0,1.088,16.2,39.7,4.69,85.7,14.0,79,17,1
HTL-31144,2,Urban Business,International,5,915,0,4.29,294,42,48.5,1.0,0.86,9.1,86.2,1.72,71.9,22.8,59,12,1
HTL-31145,9,Suburban,Northeast,3,467,0,2.85,136,22,51.3,0.0,0.803,8.9,88.2,4.59,85.0,17.4,82,15,0
HTL-31146,7,Leisure Beach,Midwest,3,95,1,3.4,25,8,56.9,0.0,1.177,4.5,51.3,1.41,49.7,24.4,659,9,0
HTL-31147,7,Airport,Midwest,4,701,0,3.7,155,36,53.7,0.0,1.108,7.9,82.2,4.46,66.6,8.4,196,10,0
HTL-31148,7,Urban Business,International,4,1032,0,3.45,52,18,44.8,1.0,0.813,9.7,86.6,5.25,80.9,14.5,63,15,0
HTL-31149,3,Leisure Beach,South,3,542,0,3.32,36,27,66.2,0.0,1.009,7.6,87.5,3.47,94.5,12.3,208,19,0
HTL-31150,10,Leisure Beach,Midwest,3,1350,0,3.09,266,12,54.3,0.0,0.665,4.4,66.7,,52.2,43.0,248,12,0
HTL-31151,4,Urban Business,International,2,279,0,2.63,30,23,43.1,0.0,1.043,3.6,87.0,3.94,81.5,34.2,233,13,1
HTL-31152,9,Urban Business,Midwest,3,679,0,3.54,42,21,37.9,0.0,1.09,26.2,83.3,7.94,63.1,1.7,65,13,0
HTL-31153,5,Urban Business,South,3,395,0,3.81,7,36,51.7,1.0,0.933,14.7,39.2,10.36,63.3,17.3,4,22,1
HTL-31154,3,Urban Business,International,3,235,0,3.85,105,24,60.0,1.0,0.829,8.9,86.6,4.11,62.1,19.4,220,17,0
HTL-31155,10,Leisure Beach,International,4,397,0,4.07,38,38,66.2,0.0,0.956,10.9,94.6,5.01,72.3,11.2,32,21,0
HTL-31156,10,Urban Business,International,3,471,0,2.33,72,18,53.0,0.0,1.124,7.5,73.9,9.43,63.6,10.9,296,12,0
HTL-31157,4,Leisure Beach,International,4,861,0,4.11,140,22,46.5,0.0,1.037,13.8,92.6,4.07,77.2,9.1,7,10,0
HTL-31158,10,Leisure Beach,Northeast,5,626,0,4.26,38,38,61.3,0.0,1.298,6.6,86.7,4.73,94.2,22.6,152,15,0
HTL-31159,4,Leisure Beach,Midwest,4,739,0,4.37,61,8,42.3,0.0,0.938,30.2,85.0,4.12,50.5,24.1,183,21,0
HTL-31160,6,Urban Business,West,3,108,1,2.87,13,29,68.1,0.0,0.951,12.9,98.5,13.49,63.1,26.3,33,21,0
HTL-31161,3,Leisure Beach,West,4,711,0,3.52,50,23,53.8,1.0,0.839,7.0,83.6,15.0,91.6,6.9,61,11,1
HTL-31162,6,Leisure Beach,Northeast,4,946,0,3.99,250,8,50.1,0.0,1.195,14.4,69.8,10.5,58.0,11.2,74,6,0
HTL-31163,1,Resort/Destination,International,3,696,0,3.15,20,22,24.9,0.0,0.965,6.2,62.1,11.32,77.0,11.4,9,15,1
HTL-31164,6,Urban Business,Midwest,5,519,0,4.87,281,20,59.2,1.0,1.203,16.3,71.6,7.0,95.4,45.0,6,23,0
HTL-31165,3,Urban Business,West,4,144,1,4.3,71,28,43.6,0.0,1.041,11.5,87.2,4.45,74.1,29.1,150,12,0
HTL-31166,5,Airport,West,2,718,0,2.39,177,18,46.5,0.0,1.07,9.5,57.0,1.93,90.5,1.7,157,15,0
HTL-31167,3,Urban Business,Midwest,5,1016,0,3.87,317,10,34.7,0.0,0.612,9.2,57.7,3.36,95.1,2.6,269,18,1
HTL-31168,8,Urban Business,Midwest,4,509,0,4.12,16,15,68.4,0.0,1.031,28.4,78.5,3.63,65.9,1.6,168,16,0
HTL-31169,12,Airport,International,5,543,0,4.37,55,32,83.4,1.0,1.011,20.6,56.2,4.45,62.4,11.6,127,16,0
HTL-31170,1,Suburban,Midwest,2,570,0,2.51,49,12,49.4,1.0,1.075,4.7,90.0,2.81,85.9,3.7,61,8,0
HTL-31171,12,Suburban,West,4,1292,0,3.56,206,7,32.0,1.0,1.076,16.0,33.4,3.5,66.5,7.1,28,10,0
HTL-31172,9,Urban Business,West,4,446,0,3.36,42,40,70.5,0.0,0.835,8.6,89.3,5.35,74.7,43.2,177,21,0
HTL-31173,9,Urban Business,West,3,476,0,2.72,35,34,50.4,0.0,0.753,9.6,71.5,2.35,65.4,18.5,125,21,0
HTL-31174,5,Urban Business,West,4,495,0,4.14,76,29,34.1,0.0,0.989,6.0,79.7,2.6,91.5,7.9,22,23,1
HTL-31175,7,Airport,West,4,1074,0,4.43,218,16,50.5,0.0,1.033,6.6,78.6,1.8,67.8,14.4,74,9,0
HTL-31176,2,Leisure Beach,International,4,841,0,4.0,140,29,41.9,1.0,1.149,11.7,65.5,4.18,83.3,26.1,135,21,1
HTL-31177,12,Suburban,South,3,428,0,3.73,74,22,45.4,0.0,0.87,2.9,60.7,2.88,93.9,6.4,2,24,1
HTL-31178,5,Resort/Destination,Midwest,3,284,0,3.1,54,33,59.8,1.0,1.221,2.5,69.6,4.35,65.4,36.1,248,15,0
HTL-31179,4,Resort/Destination,Midwest,3,303,0,3.86,24,17,36.5,0.0,1.102,6.2,70.7,1.66,98.7,10.6,42,7,0
HTL-31180,8,Urban Business,International,5,198,0,4.14,54,28,44.1,1.0,1.242,15.9,54.7,,83.9,23.3,461,16,1
HTL-31181,4,Suburban,Northeast,4,975,0,3.44,141,35,60.7,1.0,0.689,10.2,80.7,7.75,87.6,17.3,51,12,0
HTL-31182,1,Suburban,South,3,614,0,2.88,117,34,76.0,1.0,0.92,8.4,47.1,0.4,98.4,13.7,65,10,0
HTL-31183,10,Airport,West,3,637,0,4.65,175,35,41.7,1.0,0.971,12.5,39.5,2.2,37.5,27.1,78,13,0
HTL-31184,3,Resort/Destination,South,4,210,0,4.28,47,5,55.4,0.0,1.014,3.7,91.6,7.12,72.9,45.0,9,25,1
HTL-31185,7,Suburban,International,3,384,0,3.47,74,25,77.2,1.0,0.822,13.2,70.5,3.21,89.7,4.4,11,22,0
HTL-31186,12,Suburban,International,5,410,0,4.33,98,15,59.9,0.0,1.184,11.0,89.8,1.01,66.6,29.4,93,24,0
HTL-31187,7,Urban Business,Midwest,4,625,0,3.98,155,6,46.2,0.0,1.298,24.2,75.1,8.71,54.2,12.1,229,7,0
HTL-31188,3,Suburban,Midwest,3,1201,0,3.0,65,27,30.3,0.0,1.111,24.3,87.3,2.67,85.5,12.9,154,20,0
HTL-31189,11,Suburban,International,5,622,0,3.94,103,10,23.8,0.0,0.804,16.5,78.8,4.52,85.6,8.9,57,6,0
HTL-31190,2,Suburban,South,5,415,0,4.37,93,18,28.3,0.0,1.323,32.3,69.4,1.42,71.6,7.9,36,21,0
HTL-31191,12,Suburban,West,4,383,0,3.78,57,27,48.5,0.0,0.906,28.3,70.1,,94.2,13.8,111,25,0
HTL-31192,1,Leisure Beach,International,4,218,0,3.52,15,28,46.8,1.0,1.058,9.2,77.7,11.56,70.3,21.2,121,19,0
HTL-31193,7,Leisure Beach,Midwest,4,231,0,3.27,25,7,34.0,0.0,0.999,5.4,78.2,9.53,87.3,19.4,65,24,0
HTL-31194,9,Resort/Destination,West,3,582,0,3.04,295,6,47.9,0.0,0.942,4.0,81.2,2.41,85.0,11.9,40,11,0
HTL-31195,1,Leisure Beach,Midwest,3,424,0,3.53,17,18,53.0,0.0,0.898,12.3,74.4,8.6,81.2,23.1,77,18,1
HTL-31196,8,Airport,Northeast,3,771,0,2.58,165,17,57.4,0.0,0.675,8.1,60.8,15.0,79.7,8.0,8,21,0
HTL-31197,3,Suburban,Midwest,5,521,0,4.07,82,22,50.9,0.0,1.055,6.2,74.0,7.61,82.1,28.7,208,21,0
HTL-31198,4,Leisure Beach,South,4,218,0,2.88,14,16,34.1,0.0,0.976,7.7,73.9,5.15,97.7,21.9,71,22,0
HTL-31199,7,Leisure Beach,Midwest,3,429,0,3.78,25,12,42.3,1.0,1.097,10.2,79.8,5.25,62.6,39.5,164,9,0
HTL-31200,7,Suburban,International,4,451,0,3.83,115,17,55.8,1.0,0.803,5.5,96.2,15.0,83.0,18.5,208,25,1
HTL-31201,4,Airport,Northeast,4,1401,0,3.89,110,36,57.5,1.0,1.121,8.9,66.3,13.35,71.7,4.3,107,18,0
HTL-31202,12,Urban Business,South,3,142,1,3.45,14,15,28.6,1.0,1.104,3.9,90.7,2.53,93.6,16.3,212,20,0
HTL-31203,2,Resort/Destination,West,5,240,0,4.28,59,23,23.9,0.0,1.162,18.8,62.4,3.59,99.3,12.2,40,24,0
HTL-31204,10,Airport,Northeast,2,304,0,2.83,23,30,33.3,1.0,0.797,25.2,68.3,3.46,94.4,45.0,350,19,0
HTL-31205,9,Leisure Beach,Northeast,4,392,0,4.12,46,3,52.9,1.0,0.942,15.6,60.8,,68.8,5.3,1,8,0
HTL-31206,10,Urban Business,Northeast,4,378,0,4.13,62,6,44.4,0.0,0.956,24.6,78.3,3.53,74.4,16.4,69,15,0
HTL-31207,1,Urban Business,Northeast,2,69,1,1.87,14,44,70.4,0.0,0.885,5.7,62.9,4.47,52.5,36.7,41,14,1
HTL-31208,10,Urban Business,West,3,514,0,3.2,143,24,65.8,0.0,0.649,18.0,58.8,3.49,84.4,37.3,94,7,0
HTL-31209,1,Urban Business,South,4,302,0,4.3,18,19,44.9,0.0,1.002,9.5,83.5,3.58,75.0,8.2,35,7,0
HTL-31210,4,Urban Business,South,4,180,0,4.71,47,29,64.6,0.0,0.826,7.3,64.9,11.23,80.3,17.2,334,23,0
HTL-31211,11,Resort/Destination,West,2,528,0,3.77,56,21,44.1,0.0,0.721,15.8,81.7,11.18,85.0,20.8,69,16,0
HTL-31212,3,Suburban,International,3,615,0,2.6,53,20,58.2,0.0,0.761,20.2,32.1,5.34,92.0,19.5,23,7,0
HTL-31213,7,Airport,Northeast,4,288,0,3.48,8,39,59.4,1.0,1.016,5.0,63.8,4.78,85.6,11.1,92,18,1
HTL-31214,4,Suburban,Northeast,3,388,0,3.06,101,35,61.0,0.0,0.641,5.3,43.7,11.63,71.0,23.7,342,20,0
HTL-31215,2,Suburban,Northeast,4,743,0,3.33,146,18,72.9,0.0,1.105,8.5,86.8,7.56,95.0,1.0,157,8,0
HTL-31216,9,Resort/Destination,West,3,831,0,2.67,271,23,63.6,0.0,0.846,13.6,87.0,8.14,77.7,44.9,1,6,0
HTL-31217,7,Urban Business,Midwest,4,126,1,3.62,27,16,63.8,0.0,1.167,23.6,69.5,3.69,97.0,21.3,37,25,0
HTL-31218,4,Suburban,Midwest,3,781,0,3.31,238,3,7.5,0.0,1.325,13.0,90.0,11.17,78.3,8.3,23,22,1
HTL-31219,8,Resort/Destination,Northeast,2,679,0,1.29,67,22,30.1,0.0,1.229,18.5,66.2,5.27,48.2,37.8,3,19,1
HTL-31220,12,Resort/Destination,Midwest,4,474,0,4.59,172,26,33.9,0.0,1.136,6.6,61.1,,57.1,17.8,67,12,1
HTL-31221,1,Leisure Beach,Midwest,4,528,0,4.43,60,23,55.4,0.0,0.748,1.5,89.8,10.88,78.8,7.5,184,19,1
HTL-31222,9,Airport,West,4,840,0,4.48,510,45,63.5,0.0,1.128,4.9,79.7,5.09,94.6,16.6,61,13,1
HTL-31223,1,Suburban,Midwest,3,413,0,3.58,82,22,31.6,0.0,0.849,3.5,40.4,6.67,88.6,12.1,17,20,0
HTL-31224,9,Urban Business,West,4,845,0,3.1,124,12,35.0,0.0,1.011,13.1,65.7,3.28,78.8,12.4,182,18,0
HTL-31225,9,Urban Business,South,4,903,0,2.63,91,8,26.5,0.0,1.112,24.9,94.5,11.16,75.2,19.3,7,17,0
HTL-31226,5,Leisure Beach,International,4,1154,0,4.24,22,19,51.4,0.0,1.032,20.3,93.2,7.99,45.2,17.0,268,6,0
HTL-31227,4,Urban Business,West,3,320,0,4.26,40,22,56.8,0.0,0.997,31.2,60.9,5.16,81.5,35.7,681,25,0
HTL-31228,5,Urban Business,Northeast,4,15,1,,2,19,50.4,0.0,1.438,19.0,75.4,4.97,66.6,45.0,6,20,1
HTL-31229,5,Urban Business,International,4,875,0,3.89,223,34,65.4,0.0,0.755,23.3,37.5,3.85,61.2,20.7,18,14,0
HTL-31230,11,Airport,South,3,542,0,4.36,12,42,77.0,1.0,1.038,21.4,76.3,0.49,83.1,9.7,124,14,0
HTL-31231,5,Resort/Destination,International,4,112,1,3.8,53,25,53.9,0.0,0.786,10.5,68.9,7.59,51.3,4.8,104,17,0
HTL-31232,4,Airport,Midwest,4,482,0,4.96,5,29,73.4,1.0,1.086,13.3,42.7,8.5,86.7,13.2,144,12,0
HTL-31233,12,Suburban,Midwest,5,1083,0,4.3,391,22,52.6,0.0,1.138,4.5,82.3,2.1,93.3,9.1,47,7,0
HTL-31234,1,Resort/Destination,West,3,1776,0,3.36,199,13,51.0,0.0,0.948,11.0,50.3,6.94,80.5,18.6,342,18,0
HTL-31235,9,Leisure Beach,Northeast,4,1504,0,3.07,51,13,36.4,1.0,1.246,9.2,35.1,4.0,77.5,21.2,263,17,1
HTL-31236,10,Leisure Beach,West,4,228,0,4.82,60,24,51.2,0.0,0.85,12.5,89.0,2.64,84.1,16.6,111,20,0
HTL-31237,5,Leisure Beach,South,3,1272,0,3.69,372,33,46.6,1.0,0.972,30.3,82.8,3.09,85.6,9.5,184,9,0
HTL-31238,3,Urban Business,Midwest,4,1291,0,4.46,183,3,59.7,0.0,0.84,15.2,62.5,5.26,90.3,2.5,23,22,0
HTL-31239,12,Suburban,South,2,486,0,3.57,43,18,61.0,0.0,1.029,1.6,52.9,1.72,88.2,32.1,6,16,1
HTL-31240,8,Leisure Beach,Northeast,4,788,0,3.19,190,19,60.6,0.0,1.186,8.0,89.5,1.64,65.1,26.0,384,22,1
HTL-31241,7,Resort/Destination,Northeast,3,1769,0,3.25,390,38,41.0,0.0,1.202,14.4,77.1,11.56,79.1,6.6,192,11,0
HTL-31242,9,Urban Business,South,4,252,0,3.64,23,25,55.2,0.0,1.163,23.7,87.5,2.47,88.6,2.1,34,24,0
HTL-31243,7,Urban Business,South,4,283,0,3.38,37,14,32.3,0.0,0.831,4.2,61.7,2.71,89.3,6.0,42,21,0
HTL-31244,12,Leisure Beach,West,3,46,1,3.3,1,28,40.0,0.0,0.798,2.2,37.9,2.05,68.1,22.0,244,13,1
HTL-31245,7,Urban Business,International,3,520,0,2.93,37,35,61.6,0.0,0.926,14.2,83.7,3.46,61.6,25.0,188,14,0
HTL-31246,10,Resort/Destination,International,4,1025,0,4.59,97,11,41.5,0.0,0.994,7.3,55.5,4.07,60.7,13.8,69,9,0
HTL-31247,11,Suburban,International,4,433,0,4.52,35,38,59.9,0.0,0.966,24.1,92.5,5.31,88.8,5.6,2,24,0
HTL-31248,8,Leisure Beach,Midwest,4,551,0,3.68,254,21,45.2,0.0,0.818,18.9,85.9,9.13,97.2,12.3,228,20,1
HTL-31249,8,Suburban,Northeast,4,129,1,3.27,6,25,54.1,0.0,0.702,13.5,81.4,4.35,56.7,28.8,29,19,0
HTL-31250,6,Leisure Beach,Midwest,3,307,0,2.91,35,46,59.9,0.0,0.868,9.2,76.4,2.72,73.6,1.6,767,14,0
HTL-31251,7,Urban Business,International,4,956,0,3.84,103,11,5.0,0.0,1.167,6.3,53.0,2.28,79.6,7.1,59,23,0
HTL-31252,6,Leisure Beach,South,4,1562,0,4.89,394,30,40.7,0.0,0.992,7.7,94.1,9.0,85.9,10.2,193,5,0
HTL-31253,11,Leisure Beach,Northeast,3,992,0,3.81,177,39,79.2,0.0,1.082,3.3,93.6,3.57,74.8,45.0,44,14,1
HTL-31254,1,Suburban,International,3,203,0,4.26,46,35,47.5,0.0,0.825,8.7,84.7,12.01,84.0,13.2,90,5,0
HTL-31255,5,Airport,Midwest,3,516,0,2.11,72,17,55.5,1.0,1.09,6.0,91.0,5.46,82.6,13.8,442,23,1
HTL-31256,8,Urban Business,South,4,494,0,4.01,173,3,15.8,0.0,0.88,1.2,71.2,7.91,85.8,8.0,164,8,0
HTL-31257,12,Suburban,South,4,1185,0,4.17,265,33,49.3,1.0,0.834,10.6,93.3,4.33,65.4,45.0,56,12,0
HTL-31258,1,Suburban,Midwest,4,488,0,3.93,7,33,77.2,0.0,1.153,3.7,53.4,5.98,92.4,17.6,52,15,0
HTL-31259,10,Leisure Beach,West,4,172,1,4.16,33,15,17.1,1.0,1.128,20.8,65.5,2.1,48.0,32.4,627,17,1
HTL-31260,8,Leisure Beach,West,3,85,1,2.87,2,34,62.7,0.0,1.136,10.3,80.7,,73.0,45.0,172,19,1
HTL-31261,9,Leisure Beach,South,3,591,0,3.09,187,34,77.4,0.0,0.936,4.2,83.8,15.0,89.7,16.1,187,7,0
HTL-31262,2,Leisure Beach,West,3,348,0,2.58,11,36,59.3,1.0,0.823,22.8,58.6,2.73,90.5,27.2,72,22,1
HTL-31263,11,Leisure Beach,West,3,379,0,3.44,30,32,45.1,0.0,0.979,3.5,62.5,4.01,55.2,45.0,85,6,1
HTL-31264,2,Leisure Beach,Northeast,5,964,0,4.43,144,43,82.1,1.0,1.053,13.6,46.2,8.73,92.6,27.5,134,15,0
HTL-31265,7,Leisure Beach,South,3,284,0,2.53,56,25,49.8,,0.821,15.0,56.7,4.91,93.1,39.6,205,22,0
HTL-31266,8,Airport,South,3,29,1,,6,29,82.7,0.0,0.709,21.6,84.1,0.87,94.2,28.8,38,13,0
HTL-31267,1,Leisure Beach,International,5,682,0,4.27,195,22,57.3,0.0,0.796,20.1,89.7,7.83,88.7,19.2,246,8,0
HTL-31268,4,Resort/Destination,West,4,372,0,4.03,49,20,39.5,0.0,1.024,14.8,70.9,3.59,79.4,17.4,159,13,0
HTL-31269,12,Urban Business,Northeast,3,571,0,2.71,24,16,66.9,0.0,1.07,7.6,70.9,8.4,90.0,16.1,149,25,1
HTL-31270,5,Leisure Beach,West,4,888,0,3.71,109,27,41.2,0.0,0.691,4.9,64.0,3.05,61.0,15.3,452,12,1
HTL-31271,3,Suburban,International,3,139,1,3.06,27,14,57.0,1.0,0.855,12.1,93.7,5.57,83.8,32.5,234,9,0
HTL-31272,7,Suburban,West,3,733,0,3.56,84,17,45.2,,0.948,15.3,83.9,,65.1,7.1,369,7,0
HTL-31273,2,Resort/Destination,South,3,34,1,3.21,1,21,44.3,0.0,0.878,5.9,51.4,4.07,91.6,16.4,74,9,0
HTL-31274,2,Leisure Beach,Northeast,4,1028,0,3.4,385,28,37.5,1.0,1.003,10.8,81.6,5.92,67.2,4.0,3,7,0
HTL-31275,4,Leisure Beach,Northeast,3,1654,0,3.29,207,3,31.0,0.0,1.124,6.2,82.4,5.71,93.3,35.0,308,11,1
HTL-31276,1,Suburban,Midwest,3,1101,0,2.99,95,3,64.4,0.0,1.305,6.4,82.8,4.63,71.7,6.7,307,17,1
HTL-31277,11,Suburban,West,3,370,0,3.1,60,21,44.6,0.0,1.176,6.5,56.6,4.01,59.6,3.2,26,13,0
HTL-31278,11,Airport,Midwest,2,327,0,2.47,83,23,55.0,0.0,1.133,3.3,79.3,3.12,77.0,1.9,21,18,1
HTL-31279,4,Airport,West,3,1238,0,3.0,215,15,33.8,0.0,0.807,9.8,97.0,4.37,69.2,9.2,223,25,0
HTL-31280,12,Urban Business,South,2,1131,0,2.35,366,9,76.7,0.0,0.849,0.4,93.0,1.94,98.1,23.4,125,21,0
HTL-31281,8,Airport,South,5,66,1,4.08,29,6,43.0,0.0,1.114,23.6,72.9,8.99,72.2,45.0,325,18,0
HTL-31282,5,Suburban,South,4,834,0,4.48,50,38,71.8,1.0,0.973,21.4,37.2,10.05,92.2,21.8,87,8,1
HTL-31283,9,Suburban,Midwest,4,294,0,3.56,133,23,36.5,0.0,0.882,20.9,94.2,5.36,70.1,17.9,10,21,0
HTL-31284,12,Leisure Beach,International,1,790,0,2.35,165,23,40.6,0.0,1.098,9.0,80.0,1.51,84.8,8.5,40,8,1
HTL-31285,4,Resort/Destination,West,3,491,0,2.42,52,17,59.1,1.0,1.049,9.0,49.4,3.91,97.7,42.5,159,5,1
HTL-31286,1,Suburban,South,3,245,0,3.63,69,38,42.9,1.0,1.16,15.4,64.1,12.56,90.8,45.0,167,8,1
HTL-31287,9,Urban Business,South,4,524,0,2.96,170,16,49.2,0.0,0.792,25.3,81.7,12.17,73.7,19.9,39,19,0
HTL-31288,1,Leisure Beach,Northeast,5,1003,0,4.62,133,29,40.8,1.0,1.018,9.0,83.8,4.36,92.0,5.2,35,7,0
HTL-31289,3,Suburban,West,4,293,0,3.6,113,12,62.4,,0.76,24.0,73.0,6.91,92.4,34.3,142,18,0
HTL-31290,7,Resort/Destination,South,3,614,0,3.0,11,19,44.4,0.0,1.015,16.5,58.5,7.91,94.2,9.7,59,10,0
HTL-31291,2,Leisure Beach,International,3,862,0,3.71,277,39,42.7,1.0,0.689,9.8,70.7,6.47,91.3,29.2,282,25,0
HTL-31292,9,Airport,Midwest,4,702,0,3.93,36,29,97.2,1.0,0.939,14.0,42.5,7.28,87.5,20.5,191,24,0
HTL-31293,12,Leisure Beach,Northeast,3,329,0,2.64,163,14,63.9,0.0,0.954,16.1,84.9,7.57,71.1,10.5,475,20,0
HTL-31294,4,Leisure Beach,International,2,631,0,2.35,43,10,45.5,0.0,0.96,16.2,62.4,13.11,85.5,8.8,26,17,1
HTL-31295,8,Suburban,Northeast,3,368,0,2.81,25,15,60.6,0.0,1.018,23.8,82.7,4.83,90.4,4.4,214,25,0
HTL-31296,1,Urban Business,Midwest,3,337,0,3.48,25,32,61.9,1.0,1.232,13.9,86.6,3.65,85.0,25.9,28,21,0
HTL-31297,5,Urban Business,West,5,1110,0,3.82,247,13,39.4,0.0,1.144,25.8,76.9,,70.4,32.1,194,15,0
HTL-31298,7,Suburban,Northeast,3,1736,0,3.6,244,52,48.4,1.0,0.903,19.4,54.2,9.35,99.0,16.0,192,15,0
HTL-31299,12,Urban Business,Midwest,4,1246,0,3.79,265,16,66.9,0.0,1.098,18.3,32.1,15.0,73.4,21.5,50,18,1
HTL-31300,2,Urban Business,West,3,68,1,3.24,12,16,67.4,0.0,1.186,23.0,78.2,9.9,95.5,17.1,59,6,1
HTL-31301,7,Urban Business,Midwest,3,651,0,3.12,78,18,64.5,0.0,0.8,19.7,61.0,5.6,93.6,10.5,323,12,0
